Process,Embedding,KMeans,Agglo_or_MBK,DBSCAN,GMM
slice,"[0.3011024594306946, -0.27516260743141174, -0.7559276819229126, 0.06001435965299606, 0.0461999848484993, -0.26450398564338684, -0.0077713290229439735, 0.027284007519483566, -0.013310699723660946, -0.5066606998443604, -0.32307642698287964, -0.08082915842533112, -0.104289710521698, 0.21188929677009583, -0.050986148416996, 0.421928733587265, 0.30128559470176697, 0.06479355692863464, 0.1667327582836151, -0.27068576216697693, -0.24117660522460938, 0.31841862201690674, 0.7523520588874817, -0.1403365284204483, -0.19832246005535126, 0.09243658185005188, -0.3045874834060669, 0.018090438097715378, -0.2186378538608551, -0.06960109621286392, 0.3112947940826416, 0.28605636954307556, 0.19284607470035553, 0.07986532896757126, -0.0854075700044632, -0.2697198987007141, -0.09154848754405975, 0.5103482007980347, -0.03756597638130188, 0.1635710746049881, 0.025421027094125748, 0.07595255225896835, -0.015713714063167572, -0.22255153954029083, 0.12154552340507507, 0.059439219534397125, 0.4586486518383026, -0.30672958493232727, -0.12451227009296417, 0.22017733752727509, 0.3235214650630951, -0.4966273009777069, -0.060541462153196335, 0.4425544738769531, -0.5746884942054749, 0.09379469603300095, -0.09301494807004929, -0.09085268527269363, -0.5267621874809265, -0.26610320806503296, -0.15634523332118988, 0.4276348352432251, 0.03069617785513401, 0.001784170395694673, -0.4557335674762726, 0.1481384038925171, 0.08214210718870163, -0.5455771684646606, 0.04401446878910065, 0.23464955389499664, 0.06601981073617935, 0.26387616991996765, 0.14154553413391113, 0.07234310358762741, 0.3042740523815155, -0.37291303277015686, -0.011955388821661472, 0.05176875740289688, -0.35336610674858093, -0.09370717406272888, -0.18486841022968292, 0.6047843098640442, -0.3424018919467926, -0.0025333596859127283, 0.400119811296463, 0.0054920632392168045, 0.15393207967281342, 0.1576256901025772, 0.1235886663198471, 0.2362893670797348, -0.08542819321155548, 0.2962701618671417, 0.3816279172897339, 0.12407629936933517, 0.015849707648158073, 0.11230871826410294, 0.2888649106025696, 0.12798795104026794, -0.158784881234169, 0.2852919399738312]",2,1,-1,2
slit,"[-0.3422445058822632, -0.3004188537597656, -0.057999636977910995, 0.08193251490592957, -0.8696668148040771, -0.5404233932495117, 0.37691545486450195, -0.05485478416085243, -0.1974436491727829, 0.06866046786308289, -0.4358968436717987, -0.33548620343208313, 0.21868868172168732, -0.38088953495025635, -0.3321702778339386, 0.288286954164505, 0.40394413471221924, -0.7598246335983276, 0.20907960832118988, -0.05588192120194435, -0.4312521517276764, 0.45991092920303345, 0.2907942831516266, 0.24615240097045898, 0.02876472845673561, 0.6655815839767456, -0.09250150620937347, -0.1490897834300995, -0.05126268416643143, -0.5610332489013672, -0.31527528166770935, 0.019999444484710693, 0.6901168823242188, 0.0592673197388649, -0.25193971395492554, -0.5278553366661072, -0.6956319808959961, -0.5058209896087646, 0.016478391364216805, 0.301900714635849, 0.670052707195282, -0.4486565887928009, -0.9386196136474609, -0.19818632304668427, 0.29399314522743225, 0.26899254322052, 0.20016910135746002, -0.3329247534275055, -0.35746216773986816, 0.6667132377624512, 0.5586197972297668, -0.3616064786911011, -0.00011971003550570458, 0.5294577479362488, -0.07742458581924438, 0.15934832394123077, 0.9079613089561462, -0.25606539845466614, -0.467560350894928, -0.7228214740753174, -0.3181954324245453, -0.5089440941810608, -0.4499978721141815, -0.29348501563072205, -0.9103038311004639, 0.12813468277454376, 0.3925769031047821, -0.42003199458122253, -0.4474412798881531, 0.23810504376888275, 0.32070454955101013, -0.12552180886268616, 0.3158198595046997, 0.39192214608192444, -0.3345707952976227, -0.37462273240089417, -0.03515307605266571, -0.03188558295369148, -0.37690386176109314, -0.2729560434818268, 0.0573822520673275, 0.8255158066749573, -0.3061888515949249, -0.16165916621685028, 0.10246942937374115, -0.26277419924736023, 0.08223581314086914, 0.4482857286930084, -0.16551600396633148, -0.053366098552942276, -0.20853190124034882, 0.018362736329436302, -0.08066573739051819, 0.41275644302368164, 0.1746498942375183, -0.2642078995704651, 0.4801534414291382, -0.3255614638328552, 0.009633608162403107, 0.32723140716552734]",6,1,-1,6
smash,"[0.09677308052778244, 0.214214488863945, -0.35688167810440063, 0.22294367849826813, 0.13737018406391144, -0.12367189675569534, 0.023533690720796585, 0.061946116387844086, 0.11523967981338501, -0.30610254406929016, -0.261631041765213, -0.35975706577301025, 0.24311181902885437, 0.6250334978103638, -0.2164057344198227, 0.15171624720096588, 0.13527995347976685, -0.5654107928276062, -0.38379278779029846, -0.5507234930992126, 0.05753230303525925, 0.07733672857284546, 0.05652160570025444, -0.17916840314865112, -0.12514331936836243, 0.513462483882904, 0.4360860586166382, 0.3174399137496948, -0.06287598609924316, -0.27410688996315, 0.43938225507736206, -0.3216310739517212, -0.049027230590581894, 0.6141839027404785, 0.24089033901691437, -0.48221808671951294, -0.31864792108535767, 0.10763312131166458, 0.37464475631713867, 0.38490137457847595, -0.058310944586992264, -0.4776725769042969, 0.019384359940886497, 0.2394377589225769, 0.08018894493579865, 0.4519788324832916, -0.5523064732551575, -0.17994427680969238, -0.4294428825378418, 0.1799284815788269, 0.30841055512428284, -0.3044644892215729, -0.4411601722240448, 0.14360736310482025, 0.28275391459465027, -0.05772985890507698, -0.10543231666088104, 0.07087928056716919, 0.15931138396263123, -0.5200628638267517, -0.23287805914878845, 0.334011971950531, 0.13062931597232819, -0.20504391193389893, -0.7567880749702454, 0.02881317026913166, -0.04675031825900078, -0.29852327704429626, -0.438471257686615, 0.009611191228032112, 0.4394630491733551, -0.09056980162858963, 0.05104321986436844, -0.013407397083938122, 0.0034702213015407324, 0.1111375018954277, 0.2828352153301239, 0.267483115196228, -0.24736912548542023, 0.23546066880226135, -0.23264364898204803, 0.41885602474212646, -0.3032670319080353, -0.31318116188049316, 0.23217801749706268, 0.12754672765731812, -0.24204660952091217, 0.3776189386844635, 0.5618253350257874, -0.3617090582847595, -0.20439274609088898, -0.39600786566734314, -0.1475364863872528, 0.3847743570804596, 0.3102465271949768, 0.36122995615005493, 0.5367079973220825, -0.4896307587623596, 0.44467782974243164, 0.3756383955478668]",5,1,-1,5
smear,"[-0.08988484740257263, -0.09979336708784103, 0.05159161612391472, 0.12994278967380524, -0.19453494250774384, -0.2688474953174591, -0.1346619725227356, -0.0910383090376854, -0.275605708360672, -0.07723528891801834, -0.279116690158844, -0.07118856906890869, 0.1382894366979599, 0.06448712199926376, -0.6312274932861328, 0.08455777168273926, 0.19055825471878052, 0.054220929741859436, -0.20796363055706024, -0.9885373115539551, -0.019558561965823174, 0.6183139681816101, 0.11382477730512619, 0.6232471466064453, -0.29136472940444946, 0.151441752910614, 0.07128395140171051, 0.1551356464624405, -0.08198939263820648, 0.17886202037334442, -0.11768882721662521, -0.07670827209949493, 0.28136134147644043, 0.22452758252620697, 0.32269084453582764, 0.041382528841495514, -0.5838894248008728, -0.2831926941871643, 0.5877695679664612, 0.00844363309442997, 0.06746257096529007, -0.6408646702766418, -0.3432168960571289, -0.2186352163553238, 0.7102168202400208, -0.03982362896203995, -0.2876913249492645, -0.173286572098732, 0.10939972847700119, -0.31581759452819824, 0.35109657049179077, -0.24135854840278625, -0.04287917539477348, 0.0038901385851204395, -0.32295286655426025, 0.15853136777877808, 0.295844167470932, 0.23732928931713104, 0.26676350831985474, -0.10866423696279526, 0.3283846080303192, -0.27977123856544495, -0.5064873695373535, 0.09069850295782089, -0.49494072794914246, -0.14677061140537262, -0.06252023577690125, -0.10490861535072327, -0.35953667759895325, 0.4348420798778534, -0.5848605632781982, 0.015284901484847069, -0.15384986996650696, 0.25931116938591003, -0.4388503134250641, -0.6870942115783691, -0.028782427310943604, -0.1353110820055008, -0.024132732301950455, -0.18194414675235748, 0.30907687544822693, 0.5675208568572998, -0.5836139917373657, 0.8230199813842773, 0.2463207095861435, 0.006834283471107483, 0.00790477730333805, -0.3546236753463745, 0.20962384343147278, -0.29037943482398987, 0.10107895731925964, -0.37505993247032166, 0.6222842931747437, 0.6921435594558716, 0.2372664362192154, -0.032583270221948624, 0.3318308889865875, 0.09339319169521332, -0.10708585381507874, 0.12111901491880417]",2,3,-1,2
smoke,"[-0.3717903196811676, -0.1555408388376236, 0.4733884632587433, -0.32181426882743835, -0.28823381662368774, 0.010746912099421024, 0.02741173841059208, 0.5758004784584045, -0.37675875425338745, -0.19917048513889313, 0.09306463599205017, -0.23436202108860016, 0.18379604816436768, 0.5283461809158325, -0.5089806318283081, 0.1410704404115677, -0.17043069005012512, -0.27456626296043396, -0.6403588652610779, 0.0846886858344078, 0.4158954322338104, -0.08629631251096725, -0.49744439125061035, -0.572388231754303, -0.037091996520757675, 0.20235536992549896, -0.4089292883872986, 0.24078433215618134, -0.1499357372522354, 0.5803086161613464, -0.164856418967247, -0.03136509284377098, -0.31498685479164124, 0.06712166965007782, -0.40024176239967346, 0.3098509609699249, 0.0034903816413134336, 0.5711845755577087, 0.19669461250305176, -0.3087369501590729, 0.1556289941072464, 0.10820764303207397, -0.1579473912715912, 0.030675258487462997, -0.3709057569503784, 0.38875579833984375, -0.3261823058128357, -0.7131279110908508, -0.41549745202064514, -0.26533782482147217, 0.7090481519699097, 0.19225648045539856, 0.09681938588619232, -0.14527378976345062, -0.0627041682600975, 0.33570778369903564, -0.06542152911424637, -0.1758437603712082, 0.2449791580438614, -0.24395135045051575, 0.8114675283432007, -0.06186947226524353, -0.22456258535385132, -0.04998058080673218, -0.216881662607193, 0.1704961359500885, 0.19682615995407104, -0.18332000076770782, -0.7041133046150208, 0.23565195500850677, 0.14414924383163452, 0.062494561076164246, 0.33895331621170044, 0.1274728626012802, 0.12217917293310165, -0.44038406014442444, 0.3914722800254822, 0.4957004487514496, -0.08937165141105652, -0.005956314969807863, 0.4389326572418213, 0.4321528971195221, -1.2578903436660767, 0.2785240411758423, 0.26379355788230896, 0.09668231010437012, -0.5783591866493225, -0.1493295282125473, 0.009362153708934784, 0.10015888512134552, -0.32897326350212097, -0.29718539118766785, -0.10672489553689957, 0.42379748821258545, 0.4654334485530853, 0.18031999468803406, -0.4667232632637024, 0.24666699767112732, 0.3761979043483734, 0.4996826946735382]",1,0,-1,1
smoking,"[0.10283558070659637, 0.0321769118309021, 0.1388852447271347, 0.27600598335266113, -0.3730822205543518, -0.035017888993024826, 0.2410891354084015, 0.9369799494743347, -0.16071058809757233, -0.016076132655143738, -0.23659832775592804, -0.4121411442756653, 0.5416088700294495, -0.06726230680942535, 0.06522764265537262, 0.4173557460308075, -0.17047014832496643, -0.1789003163576126, -0.649781346321106, -0.3518722951412201, -0.28703776001930237, -0.66008061170578, -0.07666192203760147, 0.2429598867893219, -0.4349061846733093, 0.5506889224052429, -0.06745612621307373, -0.17088396847248077, -0.02442908100783825, -0.011886614374816418, -0.47944405674934387, -0.6980948448181152, -0.025880834087729454, 0.07170853763818741, -0.4186583459377289, 0.1716396063566208, -0.1140962690114975, 0.6806200742721558, 0.04420780763030052, -0.7368423342704773, 0.28557467460632324, -0.10032452642917633, 0.3837359547615051, -0.1508675068616867, -0.4315935969352722, 0.5147161483764648, -0.1356157809495926, -0.09636493772268295, -0.2968827784061432, 0.030051391571760178, 0.40419822931289673, 0.20572148263454437, 0.29898494482040405, 0.14894987642765045, -0.5568064451217651, 0.07003654539585114, 0.6153297424316406, 0.011610819026827812, 0.4204295873641968, -0.783052921295166, 0.64940345287323, -0.4790342450141907, -0.08706098049879074, 0.38746100664138794, -0.05894123762845993, -0.17352981865406036, -0.14970353245735168, -0.9419392347335815, -0.16277669370174408, 0.3753480911254883, 0.18973328173160553, -0.19641005992889404, 0.2890232801437378, -0.13909877836704254, 0.8290333151817322, -0.2905348539352417, 0.4715617597103119, 0.4255773723125458, -0.4206344187259674, -0.15789386630058289, -0.43970033526420593, 0.7829442024230957, -1.1529983282089233, 0.39825794100761414, 0.4218125343322754, -0.35811135172843933, -0.11736204475164413, -0.015117797069251537, -0.37018516659736633, 0.08407790213823318, -0.09116312861442566, 0.14568011462688446, 0.41671836376190186, 0.468507319688797, 0.10137198120355606, 0.739876925945282, -0.4057859480381012, -0.07856627553701401, 0.13921760022640228, 0.14358623325824738]",1,0,-1,1
smooth,"[-0.40323635935783386, 0.40070557594299316, -0.11630871146917343, 0.26282358169555664, 0.45820876955986023, 0.14319448173046112, 0.20137907564640045, -0.07257800549268723, -0.4837504029273987, 0.2508367896080017, -0.003385879099369049, 0.05335239693522453, 0.18978466093540192, -0.05691663175821304, -0.34996965527534485, -0.26594021916389465, 0.004107567016035318, 0.209319606423378, -0.0003433595993556082, -0.8422728180885315, -0.06761828064918518, 0.48893818259239197, 0.127375528216362, 0.16453337669372559, 0.018362516537308693, -0.11009251326322556, 0.052459005266427994, 0.18823593854904175, 0.4082236886024475, 0.1015177071094513, 0.039774443954229355, -0.19822074472904205, 0.13042379915714264, 0.23236298561096191, 0.05186254903674126, 0.10113610327243805, 0.42156681418418884, 0.3106708228588104, 0.5364145636558533, -0.2862440049648285, -0.04102455824613571, -0.14267048239707947, 0.05873575806617737, 0.4082529842853546, -0.22217223048210144, -0.150783970952034, -0.21445797383785248, -0.10136450082063675, 0.430250883102417, -0.2845870554447174, 0.33436062932014465, -0.3966895639896393, -0.10804528743028641, 0.01560542918741703, -0.44083407521247864, 0.2382637858390808, 0.27867305278778076, -0.26382139325141907, 0.18676434457302094, -0.06339504569768906, 0.11703351140022278, 0.11795143783092499, 0.05009515583515167, 0.6705765724182129, -0.1520741879940033, -0.43988287448883057, 0.5568574070930481, -0.24342913925647736, -0.08051344752311707, 0.1378438025712967, 0.2104848027229309, -0.018682321533560753, 0.2686000168323517, -0.2498876452445984, -0.11929071694612503, -0.20008692145347595, 0.17719930410385132, -0.10588821023702621, -0.2592567205429077, 0.2781519293785095, -0.3095930516719818, 0.04283902049064636, -0.7742186784744263, -0.4326799809932709, -0.17835062742233276, -0.2740081250667572, 0.27826979756355286, 0.3743489682674408, 0.0873161256313324, -0.5387208461761475, 0.30856671929359436, 0.2018411010503769, 0.49602946639060974, 0.04121026769280434, 0.012969164177775383, 0.01696285791695118, -0.21692341566085815, 0.05744919180870056, 0.08997231721878052, 0.16489583253860474]",7,2,-1,7
snap,"[-0.49730154871940613, 0.39491933584213257, -0.3031795024871826, -0.2738337516784668, 0.020509714260697365, -0.33590373396873474, 0.5077069401741028, 0.17947952449321747, 0.34337443113327026, 0.19039857387542725, -0.18633967638015747, 0.19617047905921936, 0.1109909936785698, 0.1998353898525238, 0.22201582789421082, -0.40625059604644775, 0.13429880142211914, -0.1514837145805359, -0.26961275935173035, -0.1744222342967987, 0.20373480021953583, 0.9440343379974365, -0.31715497374534607, -0.44209983944892883, 0.10026124119758606, -0.054126448929309845, -0.19111260771751404, 0.03786752372980118, -0.3630949854850769, 0.42240479588508606, 0.8885848522186279, -0.1592644304037094, 0.39595839381217957, -0.199799045920372, -1.2264776229858398, -0.4624125063419342, -0.24844729900360107, 0.15065447986125946, -0.030336517840623856, -0.05850136652588844, 0.7930534482002258, 0.44141173362731934, 0.01715913414955139, -0.27465689182281494, 0.3156806528568268, -0.26981520652770996, 0.2950383126735687, 0.2657121419906616, -0.1763891875743866, 0.3566376268863678, 0.8087734580039978, -0.16039779782295227, 0.04702763631939888, 0.1272212415933609, 0.3785656988620758, 0.3872320055961609, 0.2926868498325348, -0.410512238740921, 0.01844083145260811, -0.3980485498905182, 0.12901292741298676, 0.5150874257087708, 1.013002634048462, -0.12224571406841278, -0.3403630554676056, 0.5748791098594666, -0.09599112719297409, -0.7594678997993469, -0.07506922632455826, 0.5328484773635864, 0.17175793647766113, 0.641054093837738, 0.5811986327171326, 0.17342600226402283, -0.26624637842178345, 0.10306139290332794, -0.40674880146980286, 0.12036574631929398, -0.04041681066155434, 0.28382840752601624, 0.09501325339078903, 0.030803577974438667, -0.22570349276065826, 0.3445030748844147, -0.08855587244033813, 0.7227083444595337, -0.5037423968315125, -0.06288643926382065, -0.3377305865287781, -0.45724955201148987, -0.05330682173371315, 0.2823609709739685, -0.25686952471733093, -0.1837616264820099, 0.1730354279279709, 0.15580110251903534, -0.02121652290225029, -0.15174809098243713, 0.3539533019065857, 0.11539992690086365]",5,7,-1,5
soak,"[0.2147420048713684, -0.002621154999360442, -0.7779325246810913, 0.26111674308776855, 1.0088026523590088, -0.06839503347873688, 0.32801705598831177, 0.4078648090362549, 0.03844064101576805, 0.0226238202303648, 0.1878955066204071, -0.6142592430114746, 0.491201251745224, 0.41227781772613525, 0.4382474720478058, 0.36422672867774963, -0.19204403460025787, 0.1727144420146942, -1.0368506908416748, 0.1734800636768341, 0.2986769676208496, 0.03910031169652939, -0.53641277551651, 0.2087126076221466, 0.5165183544158936, 0.030295321717858315, -0.09740222245454788, 0.10540223866701126, 0.31296879053115845, 0.12849020957946777, 0.5533961653709412, -0.02763015776872635, 0.4811100363731384, 0.15138626098632812, 0.4820481538772583, -0.20834338665008545, -0.8333806991577148, 0.4127653241157532, -0.21214093267917633, 0.28111982345581055, 0.14881882071495056, -0.3585837185382843, -0.23256191611289978, 0.06936311721801758, 0.07312457263469696, 0.017065081745386124, -0.10938257724046707, 0.018760131672024727, -0.25916731357574463, 0.06519342213869095, 0.40321406722068787, -0.06239615008234978, 0.8706810474395752, 0.09646426141262054, -0.011659013107419014, -0.08491601049900055, 0.29914093017578125, -0.039159100502729416, -0.1474732756614685, 0.0047406600788235664, 0.12157289683818817, 0.6372659206390381, 0.5975524187088013, -0.32464900612831116, -0.04573827609419823, 0.15396004915237427, -0.01631406880915165, 0.30838215351104736, -0.8115997910499573, 0.1445826292037964, -0.5992251038551331, 0.6143366694450378, 0.6022122502326965, -0.5446009635925293, 0.2577035129070282, -0.21379075944423676, -0.6804525852203369, -0.11037343740463257, -0.0918721929192543, -0.554012656211853, -0.46028006076812744, 0.6446658372879028, -0.2575156092643738, 0.07706286758184433, 0.4897325336933136, -0.24697189033031464, -0.36937615275382996, 0.24841314554214478, -0.07717259228229523, 0.047005340456962585, 0.3598528206348419, 0.42488256096839905, -0.11736820638179779, 0.17237478494644165, -0.04950616881251335, -0.18062542378902435, 0.5294618010520935, 0.1993100643157959, -0.5191293954849243, 0.3531540632247925]",5,2,-1,5
soften,"[0.04465312883257866, 0.6729311943054199, -0.47273147106170654, 0.09674765169620514, 0.5612281560897827, -0.3184290826320648, -0.3300964832305908, 0.1238446831703186, 0.3404844105243683, 0.20614756643772125, -0.15511633455753326, -0.3446486294269562, 0.1982416957616806, 0.4664483070373535, -0.036459773778915405, -0.11403176933526993, -0.0383840911090374, -0.4209100306034088, -0.05731543153524399, -0.09609204530715942, -0.21766208112239838, 0.061989665031433105, -0.2017211616039276, -0.544940710067749, 0.13015350699424744, 0.45247581601142883, -0.3704235553741455, -0.1031908467411995, 0.31840240955352783, 0.25019240379333496, 0.5562612414360046, -0.759554922580719, -0.020345691591501236, 0.041089627891778946, -0.4590184688568115, 0.19431495666503906, -0.0539831779897213, 0.3703465163707733, -0.14679811894893646, -0.015018346719443798, 0.05666247755289078, -0.10554254055023193, 0.1428595781326294, 0.31911447644233704, -0.70328289270401, 0.11758744716644287, -0.013142628595232964, -0.30706560611724854, -0.3633957505226135, 0.02613787166774273, 0.3201996088027954, -0.7005524039268494, -0.12798172235488892, 0.4193115234375, 0.5082290172576904, 0.179977148771286, 0.11670108139514923, -0.03347393870353699, 0.4151935875415802, -0.2529169023036957, 0.11928752064704895, 0.1288798451423645, 0.32370099425315857, 0.002455579349771142, -0.5307594537734985, 0.6086699366569519, 0.11143756657838821, -0.28129056096076965, -0.30977460741996765, 0.28506964445114136, -0.5621462464332581, 0.46861201524734497, 0.2607955038547516, 0.07665763795375824, 0.21437068283557892, -0.4685255289077759, 0.033238817006349564, -0.3435116410255432, -0.2745952904224396, -0.1324760466814041, 0.0029502729885280132, 0.17775146663188934, -0.5233801603317261, -0.09202110022306442, 0.39918041229248047, 0.04411188140511513, -0.12910348176956177, -0.21194294095039368, -0.22448353469371796, -0.05887036770582199, 0.15964314341545105, -0.45773768424987793, -0.15803414583206177, -0.040772467851638794, -0.17930956184864044, -0.09970354288816452, 0.2372821569442749, 0.3300195038318634, 0.008164271712303162, -0.11579079180955887]",1,0,-1,1
sort,"[-0.2301011085510254, 0.2246772199869156, -0.1660342663526535, 0.07687423378229141, 0.37198588252067566, -0.38984715938568115, -0.06543173640966415, 0.6326730251312256, -0.17727608978748322, 0.1971433460712433, 0.06571246683597565, 0.15542469918727875, 0.49291813373565674, 0.2896840572357178, 0.34201350808143616, 0.2696152627468109, -0.3068808615207672, -0.09888562560081482, 0.07388704270124435, 0.1363229900598526, 0.4012118875980377, 0.48654451966285706, -0.5948939323425293, 0.02152303420007229, -0.08721989393234253, 0.08380189538002014, -0.11399673670530319, -0.32100948691368103, -0.24588479101657867, -0.5695149302482605, 0.48828282952308655, -0.12159856408834457, 0.3873235881328583, 0.1002027839422226, 0.31860512495040894, 0.0783466026186943, 0.04569361358880997, -0.24794647097587585, 0.3741917908191681, -0.17769134044647217, 0.42382487654685974, -0.33089980483055115, -0.30801182985305786, -0.01767190918326378, 0.6056982278823853, 0.2530097961425781, -0.48183169960975647, 0.38622936606407166, 0.35103246569633484, 0.11941970884799957, 0.1903713494539261, 0.027662483975291252, 0.12407524883747101, 0.1470392346382141, -0.3687843978404999, -0.10187533497810364, 0.4613930583000183, -0.3340556025505066, 0.1693238615989685, 0.1747247278690338, 0.3965485692024231, 0.2575259208679199, 0.5513968467712402, 0.04969291388988495, -0.26766544580459595, 1.0145560503005981, 0.06468856334686279, 0.415237694978714, -0.4869520962238312, 0.24965563416481018, -0.28184035420417786, 0.12374798953533173, 0.21719975769519806, -0.3463066816329956, -0.02752727083861828, 0.045798517763614655, -0.12200291454792023, 0.3387388586997986, -0.06283562630414963, -0.2429562211036682, 0.2863049805164337, 0.17108997702598572, -0.12698355317115784, 0.31312859058380127, -0.255442351102829, 0.21259228885173798, -0.19282829761505127, 0.22892092168331146, 0.032974883913993835, -0.3433370292186737, 0.47058117389678955, -0.3508947491645813, -0.133869469165802, -0.22013060748577118, -0.42701438069343567, -0.12111859768629074, 0.4980263113975525, -0.586380660533905, -0.18638698756694794, 0.24695895612239838]",5,7,-1,5
splash,"[-0.014353355392813683, 0.05095316469669342, -0.039896123111248016, 0.4160384237766266, -0.009581943042576313, -0.27154457569122314, 0.3599000871181488, 0.22025223076343536, -0.0919509157538414, 0.08052973449230194, -0.2609189450740814, 0.2478504180908203, 0.1581246703863144, 0.06935644149780273, 0.10468873381614685, 0.5940896272659302, 0.25710612535476685, -0.04391755536198616, -0.1958603858947754, -0.6946184635162354, 0.5603418946266174, 0.7546781897544861, -0.2594912648200989, 0.4193529486656189, -0.15016737580299377, 0.49947261810302734, -0.6471944451332092, 0.02279699593782425, 0.0706484243273735, 0.28013360500335693, -0.06543264538049698, -0.16246874630451202, -0.13654395937919617, -0.1260668784379959, 0.21694998443126678, 0.18075419962406158, 0.011571061797440052, 0.508495569229126, 0.2809959053993225, 0.13073812425136566, -0.41230469942092896, 0.15468904376029968, 0.5090360641479492, -0.4453517198562622, -0.30673956871032715, 0.3559362292289734, -0.02618647925555706, -0.0397346094250679, -0.11321228742599487, -0.1379709243774414, 0.5270922183990479, -0.33885979652404785, 0.1306300312280655, 0.07190079241991043, -0.12924571335315704, 0.49850326776504517, 0.14546546339988708, 0.5306159853935242, 0.17187494039535522, -0.0320977084338665, 0.11304544657468796, -0.32667410373687744, 0.20364364981651306, -0.4445381760597229, -0.45342856645584106, 0.23685474693775177, 0.07595637440681458, -0.28986698389053345, -0.23043498396873474, 0.6144526600837708, -0.23978513479232788, -0.0068001397885382175, 0.07596223056316376, -0.36826586723327637, -0.17405195534229279, -0.4422397315502167, -0.14985306560993195, 0.38496437668800354, 0.14464157819747925, 0.07746865600347519, 0.04004181921482086, -0.07186489552259445, -0.4230230152606964, -0.021762525662779808, 0.10167528688907623, 0.005768428556621075, -0.03591445833444595, 0.05202479287981987, -0.1509547084569931, 0.05148626118898392, -0.03846924006938934, -0.04478733614087105, -0.40350791811943054, -0.18488183617591858, -0.15625068545341492, 0.6098400950431824, 0.19058068096637726, 0.42524102330207825, 0.01829385571181774, -0.0023639604914933443]",2,2,-1,2
split,"[0.20017802715301514, 0.1451534479856491, -0.3410238027572632, 0.2859407663345337, 0.4544012248516083, 0.09096147119998932, 0.22502511739730835, 0.29287657141685486, -0.23692062497138977, -0.34462666511535645, 0.19971704483032227, -0.26766061782836914, -0.16293832659721375, 0.05892619863152504, 0.06329015642404556, 0.2815743684768677, 0.15477782487869263, -0.3243403434753418, -0.05502832680940628, -0.45472201704978943, -0.2982639968395233, 0.32946401834487915, 0.36314836144447327, -0.021075531840324402, 0.009615130722522736, 0.27566060423851013, -0.019440969452261925, 0.07498031854629517, -0.36702924966812134, -0.5549588799476624, -0.046857524663209915, 0.005587183870375156, 0.23614366352558136, 0.32012224197387695, -0.4270661473274231, -0.05259769782423973, -0.41645491123199463, 0.20451395213603973, 0.29806849360466003, 0.14830617606639862, 0.6242425441741943, -0.6817808747291565, -0.19966480135917664, 0.32989898324012756, 0.1749752163887024, 0.1525462418794632, -0.3749948740005493, -0.33027103543281555, -0.24863383173942566, 0.6449521780014038, 0.6666345000267029, 0.01973484270274639, -0.011930838227272034, 0.005552254151552916, 0.00011169409117428586, -0.18476258218288422, 0.2745004892349243, -0.3798018991947174, 0.007955416105687618, -0.2977345287799835, -0.11194533109664917, 0.4187646806240082, 0.31337881088256836, 0.5826261639595032, -0.4963967502117157, 0.18945741653442383, -0.13775599002838135, -0.21845759451389313, -0.15655386447906494, -0.21712589263916016, -0.12288299947977066, -0.004302280489355326, 0.48294758796691895, -0.03551502525806427, -0.25746721029281616, -0.3138774037361145, -0.7727254629135132, 0.20553766191005707, 0.2211170345544815, -0.06272237747907639, 0.1484452188014984, 0.5199717283248901, -0.21827632188796997, -0.01702207513153553, -0.28503182530403137, -0.5149087905883789, 0.24833044409751892, -0.0523853674530983, -0.07981079816818237, -0.47397664189338684, -0.05202866345643997, 0.16292473673820496, -0.40067124366760254, 0.08600595593452454, 0.05708419159054756, 0.17487984895706177, 0.25663062930107117, 0.002646429231390357, -0.0444275438785553, 0.2849966287612915]",5,7,-1,5
